891;PERMULAAN HITUNGAN DIFFERENSIAL DAN HITUNGAN INTERGRAL II;KUIPERS  DR PROF;515.4;II
892;DIFFERENTIAL AND INTEGRAL CALCULUS;COURANT R;515.33;II
893;STATISTICAL METHODS IN QUALITY CONTROL;COWDENS DUDLEY J;519;V
894;SINGKAT TEPAT JELAS EUREKA;GEN HONG KHO;620.001;V
895;MACROECONOMIC THEORY;BURROWS , PAUL;330.01.51;V
896;ORDINARY DIFFERENTIAL EQUATIONS;ROBERTS CHARLES;515.352;II
897;STATISTIK;NONE;310;V
898;INTRODUCTION TO MATHEMATICAL ANALYSIS;PARZYNSKI R WILLIAM;515;II
899;DIFFERENTIAL FORMS;HERMAN;519;V
900;COMPLEX VARIABLE AND THE LAPLACE TRANSFORM FOR ENGINEERS;LE PAGE WILBUR;515.7;II
901;THE ELEMENTS OF INTEGRATION;BARTLE ROBERT G;515.42;II
902;SISTEM INFORMASI MANAJEMEN;DAVIS GORDON B;658.403.801;V
903;TENSOR ANALYSIS;SOKOLNIKOFF;516;II
904;PERSEDIAAN MODEL DAN ANALISIS;SISWANTO;332;V
905;PRINCIPLES OF HIDROCARBON RESERVOIR SIMULATIONS;THOMAS GW;541;V
906;PROBABILLITY AND STATISTICS FOR ENGINEERS;MILLER , IRWIN;519.2;V
907;METODA NUMERIK;DJOJODIHARDJO;519.4`0285;V
908;SYSTEM PLANNING;HARDJODIPORO , SISWOJO;1;I
909;STATISTIK DENGAN PROGRAM KOMPUTER JILID I;YOGIYANTO HM;519;V
910;STATISTIK JILID II EDISI KE V;SUPRANTO J;519;V
911;SISTEM INFORMASI MANAJEMEN BAG I;DAVIS GORDON B;658.403.88;V
912;PRINCIPLES OF MATHEMATICAL ANALYSIS THIRD EDITION;RUDIN WALTER;519.52;V
913;PENGANTAR METODA STASTIK JILID II;DAJAN , ANTO;519.5;V
914;PENGANTAR MATEMATIKA UNTUK EKONOMI;JOHANSTON H;330;V
915;STATISTIKA INFERENS UNTUK EKONOMI DAN NIAGA;SUDJANA;;III atau IV
916;MATEMATIKA EKONOMI EDISI KEDUA;TOHIR MOH;330.33;V
917;MENGUASAI NOVELL NETWARE;CURRID CHERYL C;5;I
918;MICROECONOMIC THEORY;HENDERSON JAMES M;330.01.51;V
919;MATEMATIKA EKONOMI;ASSAURI SOFJAN;330.154.3;V
920;MATEMATIKA EKONOMI EDISI KEDUA;ASSAURI SOFJAN;330.12;V
921;METODS OF REAL ANALYSIS;GOLDBERG RICHARD;519;V
922;OPERATIONS RESEARCH Methods Problems;SASIENI , MAURICE;519;V
923;REAL ANALYSIS AN INTRODUCTORY COURSE;GILES , JR;519;V
924;COMPLEX VARIABLE AND APPLICATIONS  FIFTH EDITION;CHURCHILL , RUEL V;515'9;II
925;DISCRETE MATHEMATICS AND ITS APPLICATIONS;ROSEN KENNETH H;511;II
926;OPERATIONS RESEARCH JILID KE III;TAHA HAMDY A;519;V
927;NUMERICAL ANALYSIS;JOHNSON LEE W;519.4;V
928;REAL ANALYSIS AN INTRODUICTION;WHITE AJ;519;V
929;ANALISA MATEMATIKA EKONOMI JILID II;SITORUS ECT;330.2;V
930;ALJABAR LINIER DAN ILMU UKUR ANALITIK;SURJADI PA;512.5;II
931;ACCOUNTING PRINCIPLES;SHAHAB ABDULLAH;330.8;V
932;AN INTRODUCTION TO THE THEORY OF FUNCTIONS OF A COMPLEX VARIABLE;COPSON ET;515;II
933;ELEMENTS OF STATISTICS THIRD EDITION;MODE , ELMER B;519;V
934;ECONOMETRIC  METHODS SECONND EDITION;JOHNSTON J;330.23;V
935;A SURVEY OF MODERN ALJEBRA;BIEKHOFF;519;V
936;ADVANCED CALCULUS;WIDDER DAVID V;515.15;II
937;ANALISA REGRESI KORELASI;PRAJITNO DJOKO;519.202.46;V
938;DASAR - DASAR ASURANSI;SALIM A ABBAS;368;V
939;DIFFERENTIAL CALCULUS;NARAYAN SHANTI;515.33;II
940;ANEKA PROGRAM BANTU IBM PC;SUSANTO HUSNI;5;I
941;PENGOLAHAN DENGAN GUGUS DAN BILANGAN;PALING.D;332;V
942;LIFER AND OTHER CONTINGENCIS;HOOKER PF;519;V
943;STATISTICAL THEORY IN RESEARCH;ANDERSON , R.L;519.53;V
944;ANLISIS DAMPAK LINGKUNGAN;SOEMARWOTO OTTO;979-420-115-8;III atau IV
945;PETUNJUK MENGENAI ANALISA JABATAN;BOYDELL TH;331;V
946;HIGHER MATHEMATICS;SUVOROV I;516;II
947;COMPUTER SIMULATION TECHNIQUES;NAYLOR , THOMAS;1.32;I
948;DASAR-DASAR KALKULUS PENERAPANNYA DALAM EKONOMI;LEGOWO;330.145.3;V
949;ALAT-ALAT ANALISA PERENCANAAN DAN PENGAWASAN PRODUKSI;EL QODRI , ZAENAL MUSTAFA;631;V
950;COMMERICIAL FISHING METHODS;SAINSBURY ,JOHN C;639'.22;V
951;SISTEM DAN PROSEDUR;RAMLIE;311;V
952;PANDUAN PARKTIS PENGOPERSIAN APPLE;GRAY JOHN;1.23;I
953;KIMIA UNTUK UNIVERSITAS;KEENAM , CHARLES W;540;V
954;APPLE I USER'S GUIDE;PEOPLE ION;5;I
955;MATEMATIKA 1;SETIAJIT RADEN;510;II
956;OPTIMAZATION METHODS;;519;V
957;ELEMENTARY NUMERICAL ANALYSIS;CONTE , SAMUEL;519.4;V
958;ELEMENTS OF REAL ANALYSIS;NARAYAN SHANTI;519;V
959;BASIC ECONOMETRICS;GUJARATI N DAMODAR;330'028;V
960;ADVANCED ENGINEERING MATHEMATICS;KREYSZIG ERWIN;510.2462;II
961;SISTEM INFORMASI UNTUK PENGAMBILAN KEPUTUSAN;SIAGIAN SONDANG.P;519;V
962;NUMERICAL METHODS FOR ENGINEERS SECOND Ed.;CHAPRA STEVEN ,C;511'.02462;II
963;INTERMEDIATE ACCOUNTING;SHAHAB ABDULLAH;335;V
964;EKONOMETRIK;SUPRANTO J;330;V
965;STATISTIKA INFERENS;SUDJANA;310;V
966;MATEMATIKA 2;SETIAJIT RADEN;510;II
967;ELEMENTARY LINEAR ALGEBRA;KOLMAN BERNARD;512'.5;II
968;PROGRAM-PROGRAM APLIKASI DALAM BASIC;DOSSUGI SAMUEL;4.1;I
969;PENGANTAR EKONOMI PERUSAHAAN;MANULLANG , M;330;V
970;PEMOGRAMAN TURBO PASCAL UNTUKIBMPC;KADIR ABDUL;5.2;I
971;INTRODUCTORY FUNCTIONAL ANALYSAIS WITH APPLICATIONS;KREYSZIG ERWIN;515'7;II
972;PERENCANAAN STRATEGIK;N , BURHAN.;330.33;V
973;MULTI PLAN;SUSANTO HUSNI;1;I
974;PERMULAAN GEOMETRI DIFERENSIAL;RAWUH;516.36;II
975;PERHITUNGAN PENDAPATAN NASIONAL;PARTA DIREDJA ACE;658;V
976;ELEMENTARY STATISTICS;SAXENA H C;519;V
977;EKONOMETRIK;SUPRANTO J;330.028;V
978;TURBO PASCAL UNTUK IBMPC MENGGUNAKAN VERSI 5.0 DAN 55;ABDUL;5;I
979;PRACTICE AND PROGRESS;ALEXANDER LG;551;V
980;METODE NUMERIK EDISI KEII;CHAPRA STEVEN;515.6;II
981;DIGITAL COMPUTING AND NUMERICAL METHODS;CARNAHAN , BRICE;001.6'4;I
982;ECONOMETRIC MODELS TECHNIQUES AND APPLICATIONS;INTRILIGATOR M.D;330'.028;V
983;WORDSTAR PROFESIONAL;SUSANTO HUSNI;1;I
984;MENGGUNAKAN MICROSOFT WINDOWS 3.1;HUSNAN CHANDRA;5.43;I
985;TEORI DAN APLIKASI PROGRAM KOMPUTER BAHASA FORTAN;JOGIYANTO;1.642;I
986;INTRODUCTION TO REAL VARIABLE THEORY;SAXENA SUBHASH CH;519;V
987;FUZZY MATHEMATICAL TECHNIGUES WITH APPLICATIONS;KANDEL  , ABRAHAM;519;V
988;KOMPUTASI NUMERIK DENGAN TURBO PASCAL;SOEGENG R;5.1;I
989;HOW TO GET STARTED WITH CP/M;TOWNSEND , CARL;4.3;I
990;THE ELEMENTS OF REAL ANALYSIS EDISI KEII;BARTLE ROBERT G;515'.8;II
991;STATISTICAL QUALITY CONTROL;GRANT ,EUGENE L;519.2;V
992;MENGENAL VIRUS KOMPUTER;HADI DJAROT;5.2;I
993;A FIRST COURSE IN ABSTRACT ALGEBRA;FRALEIGH , JOHN B;512.02;II
994;PEMIKIRAN KE ARAH EKONOMI HUMANISTIK;NATAATMADJA  , HIDAJAT;330;V
995;TURBO PASCAL PROGRAMS FOR SCIENTISTS AND ENGINEERS;MILLER ALAN R;5.2;I
996;INSET PENGGABUNGAN TEKS DAN GRAFIK;ARFIN SILAUT;4;I
997;PANDUAN PARKTIS PENGOPERSIAN APPLE BUKU II;GRAY JOHN;1.23;I
998;MENGGAMBAR DI LAYAR KOMPUTER;HADI DJAROT;1.642;I
999;PROGRAM KOMPUTER UNTUK ANALISA EKONOMI;JOGIYANTO;6;I
1000;APPLIED NUMERICAL METHODS WITH SOFTWARE;NAKAMURA S;6;I
1001;INTRODUCTION TO PASCAL AND STRUCTURED DESIGN;DALE NELL;5.23;I
1002;MANAJEMEN HARDISK;GUNADI  , F X SUTINO;1;I
1003;WORD FOR WINDOWS VERSI 2.0;HERGERT , DOUGLAS;1.64;I
1004;AN INTRODUCTION TO  THEORY AND ITS APPLICATIONS;FELLER WILLIAM;519;V
1005;SERI MATEMATIKA;;510;II
1006;ORGANIZATION AND METHODS;SOEDJADI MPA;519;V
1007;PEMOROGRAMAN DENGAN TURBO PASCAL 4.0;SARWONO BENNY D;5;I
1008;MATEMATIKA KOMBINATORIK;SLAMET , SUMANTRI;332.12;V
1009;INTRODUCTION TO TOPOLOGY AND MODERN ANALYSIS;SIMMON G F;519;V
1010;LINEAR AND NONLINEAR PROGRAMMING SECON EDITION;LUENBERGER G DAVID;519.7'2;V
1011;CONTROL SYSTEM TOOLBOX FOR USE WITH MATLAB;WORKS MATH;510;II
1012;AN INTRODUCTION TO MAPLE V;CORNIL , JACK MICHEL;510.285;II
1013;AN INTRODUCTION TO MAPLE V;CORNIL , JACK MICHEL;510.285;II
1014;PROBLEM SOLVING ALJABAR LINEAR;DEPARTEMEN SAINS DAN AKADEMIK KELUARGA MAHASISWA MUSLIM MATEMATIKA (KM3);512;II
1015;PROBLEM SOLVING ALJABAR LINEAR;DEPARTEMEN SAINS DAN AKADEMIK KELUARGA MAHASISWA MUSLIM MATEMATIKA (KM3);519;V
1016;PROBLEM SOLVING ALJABAR LINEAR;DEPARTEMEN SAINS DAN AKADEMIK KELUARGA MAHASISWA MUSLIM MATEMATIKA (KM3);512;II
1017;METODE STATISTIKA;SUDJANA ,PROF DR ,MA ,MSC;310;V
1018;METODE NUMERIK;DJOJODIHARDJO;515.6;II
1019;NUMERICAL SOLUTION OF PARTIAL DIFFERENTIAL EQUATIONS SCIENCE AND ENGINEERING;LAPIDUS LEON;515.3'53;II
1020;MODELS IN THE POLICY PROCESS;GREENBERGER MARTIN;519;V
1021;BASIC LINEAR GEOSTATISTICS;ARMSTRONG , MARGARET;622;V
1022;DIFERENSIAL DAN INTERGRAL KALKULUS;AYRES ,FRANK;515;II
1023;BAHASA ASSEMBLER;KRISTANTO ,ANDRI;5.2;I
1024;BASIS DATA;FATHANSYAH;5.7;I
1025;DYNAMICS AND BIFURCATIONS;HALE ,JACK K;621.401;V
1026;METODA STATISTIKA;SUDJANA;310;V
1027;KONSEP JARINGAN KOMPUTER DAN PENGEMBANGANNYA;;5;I
1028;APPLIED MATHEMATICAL DEMOGRAPHY.SECOND EDITION;KEYFITZ ,NATHAN;304.6'01'51;V
1029;INTRODUCTORY FUNCTIONAL ANALYSIS WITH APPLICATIONS;KREYSZIG ,ERWIN;515.7;II
1030;THEORY AND PROBLEMS OF DIFFERENTIAL EQUATIONS;AYRES ,FRANK;515.35;II
1031;ANALISIS DAN PERANCANGAN SISTEM;KENDALL ,KENNETH E;658;V
1032;OPERATIONS RESEARCH;DIMYATI ,TJUTJU TARLIAH;519;V
1033;PENUNTUN BELAJAR PERSAMAAN DIFERENSIAL;KARTONO;519;V
1034;MODERN ALGEBRA;RAISINGHANIA MD;512;II
1035;C PROGRAMMING GUIDE;PURDUM JACK;5;I
1036;CLASSIC DATA STRUCTURES IN C++;BUDD ,TIMOTY A.;005.7'3;I
1037;DESIGNING AND CODING REUSABLE;CARROLL D MARTIN;5;I
1038;TOOLBOOK OF C;DOBB'S;5;I
1039;METODE NUMERIK DALAM ILMU REKAYASA SIPIL;NASUTION ,AMRINSYAH;519.402.462;V
1040;MATLAB THE LANGUAGE  OF TEHNICAL COMPUTING;;5.12;I
1041;ANALISIS & DISAIN SISTEM INFORMASI : PENDEKATAN TERSTRUKTUR TEORI DAN PRAKTEK APLIKASI BISNIS;JOGIYANTO;650.028.5;V
1042;ALGORITMA DAN PEMROGRAMAN DALAM BAHASA PASCAL DAN C;MUNIR , RINALDI;5.133;I
1043;PERSAMAAN DIFERENSIAL BIASA DENGAN PERAPAN MODERN;FINIZIO;515;II
1044;ALGORITMA DAN PEMROGRAMAN DALAM BAHASA PASCAL DAN C;MUNIR RINALDI;5.133;I
1045;BASIS DATA;FATHANSYAH;5.7;I
1046;PEMROGRAMAN MICROSOFT VISUAL BASIC 6;KURNIADI , ADI;5;I
1047;LINEAR PROGRAMMING;SUPRANTO J;519.72;V
1048;LINEAR PROGRAMMING;SUPRANTO J;342.06;V
1049;NUMERICAL METHODS FOR ENGINEERS;CHAPRA C STEVEN;519.4024.62;V
1050;APPLIED PARTIAL DIFFERENTIAL EQUATIONS;TRIM ,DONALD W;"523;4'2";V
1051;LINEAR ALGEBRA;LIPSCHULTZ , SEYMOUR;"512;5";II
1052;THEORY AND PROBLEMS OF GENERAL TOPOLOGY;LIPSCHULTZ , SEYMOUR;512;II
1053;DAFTAR SITUS JURNAL ILMIAH;CHANDRA GREGONIUS;301.545.5;V
1054;NUMERICAL METHODS AND ANALYSIS;BUCHANAN ,JAMES L;515.6;II
1055;GUI MATLAB;PAULUS , ERICK;"005;12";I
1056;STATISTICAL METHODS FOR RATES PROPORTIONS. THIRD EDITION;FLEISS JOSEPH L;519.5'38;V
1057;COMMON ERRORS IN STATISTICS (AND HOW TO AVOID THEM);GOOD PHILLIP , I;519;V
1058;STATISTICAL METHODS FOR SURVIVAL DATA ANALYSIS. THIRD EDITION;LEE ,ELISA T;610'.72;V
1059;BIOINFORMATICS A PRACTICAL GUIDE TO THE ANALYSIS OF GENES AND PROTEINS;BAXEVANIS ANDREAS , D;519;V
1060;NEURAL WORKS IN FINANCE;MCNELIS  PAUL , D;332'.0285'632;V
1061;ROBUST STATISTICAL METHODS WITH R;JURECKOVA JANA;"519;5";V
1062;INTRODUCTION TO BAYESIAN STATISTICS;BOLSTAD  M WILLIAM;519.5'42;V
1063;BAYESIAN FORECASTING AND DYNAMIC MODELS;WEST MIKE;519.5'5;V
1064;APPLIED LINEAR REGRESSION;WEISBERG SANFORD;519.5'36;V
1065;DESIGN AND ANALYSIS OF EXPERIMENTS;HINKELMANN  , K;001.4'34;I
1066;REGRESSION DIAGNOSTICS;BELSLEY  DAVID , A;"519;536";V
1067;APPLIED BAYESIAN MODELING AND CAUSAL INFERENCE FROM INCOMPLETE-DATA PERSPECTIVES;GELMAN ANDREW;519;V
1068;DIAGNOSTIC CHECKS IN TIME SERIES;LI WAI KEUNG;519.5'5;V
1069;REGRESSION WITH SOCIAL DATA : MODELING CONTINUOUS AND LIMITED RESPONSE VARIABLES;DEMARIS ALFRED;519.5'36;V
1070;APPLIED DATA MINING STATISTICAL METHODS FOR BUSNESS AND INDUSTRY;GIUDICI PAOLO;519.5'36;V
1071;ANALYSIS OF SURVEY DATA;CHAMBERS R.L;001.4'22;I
1072;NONLINEAR REGRESSION;SEBER GAF;519;V
1073;STOCHACTIC METHODS AND THEIR APPLICATIONS TO COMMUNICATIONS STOCHASTIC DEFFERENTIAL EQUATIONS APPROACH;PRIMAK SERGUEI;519;V
1074;LECTURE NOTES IN MATHEMATICS;MICHOR PETER , W;510;II
1075;DESIGN AND ANALYSIS OF EXPERIMENTS;DEAN ANGELA;001.4'34;I
1076;MULTI-LEVEL ISSUES IN SOCIAL SYSTEM;DANSEREAU ,FRED;"384;558";V
1077;QUALITY CONTROL AND METHODS;JACK HUGH;519;V
1078;GROUPS AND SYMMETRY;FARMER DAVID W;511.3'3;II
1079;INTRODUCTION TO MODERN ALGEBRA;ALLYN AND BACON;512;II
1080;CONTEMPORARY ABSTRACT ALGEBRA;GALLIAN JOSEPH A.;512;II
1081;THE SIX SIGMA HANDBOOK;PYZDEK THOMAS;5.2;I
1082;INTRODUCTION TO BIOINFORMATICS SECOND EDITION;LESK M ARTHUR;519;V
1083;RANDOM WALK IN RANDOM AND NON RANDOM ENVIRONMENTS;REVESZ PAL;519.2'82;V
1084;FUNDAMENTALS OF WAVELETS THEORY. ALGORITHMS. AND APPLICATIONS;GOSWAMI JAIDEVA C;519;V
1085;SCHAUM'S OUTLINE OF THEORY AND PROBLEMS OF BEGINNING CALCULUS;MENDELSON ELLIOTT;515'076;II
1086;COMPUTER SCIENCE WITH MATHEMATICA;MAEDER E ROMAN;510.285.5369;II
1087;AN INTRODUCTION TO ERROR ANALYSIS;TAYLOR ,JOHN R.;530.1'6;V
1088;SAMPLING THEORY AND METHODS;SAMPATH S;510;II
1089;ALGORITHMS FOR LINEAR-QUADRATIC OPTIMIZATION;SIMA VASILE;519;V
1090;FORTRAN 90 HANBOOK COMPLETE ANSI/ISO REFERENCE;ADAMS , JEANNE C.;658;V
1091;OPTIMAL RELIABILITY MODELING PRINCIPLES AND APPLICATIONS;KUO WAY;620'00452;V
1092;A COURSE DERIVATIVE SECURITIES INTRODUCTION TO THEORY AND COMPUTATION;BACK KERRY;3.54;I
1093;SPATIAL STATISTICS;RIPLEY BRIAN D;519;V
1094;FRACTAL-BASED POINT PROCESSES;BRADLEY STEVEN LOWEN;5192'3;V
1095;THE NATURE OF STATISTICAL LEARNING THEORY SECOND EDITION;VAPNIK N VLADIMIR;006.3'1'015195;I
1096;BIOINFORMATICS AND COMPUTATIONAL BIOLOGY SOLUTIONS USING R AND BIOCONDUCTOR;GENTLEMAN ROBERT;519;V
1097;A DISTRIBUTION-FREE THEORY OF NONPARAMETRIC REGRESSION;GYORFI LASZLO;519.5'36;V
1098;MATHEMATICAL PROBLEMS AND PROOFS COMBINATORICS. NUMBER THEORY. AND GEOMENTRY;KISACANIN BRAINISLAV;515;II
1099;BREAKTHROUGHS IN MATHEMATICS;WOLFF PETER;510;II
1100;IMAGE PROCESSING AND JUMP REGRESSION ANALYSIS;QIU PEIHUA;006.3'7;I
1101;STATISTICS FOR THE 21ST CENTURY;RAO CR;"519;5";V
1102;PETTERN RECOGNITION FROM CLASSICAL TO MODERN APPROACHES;PAL , SANKER K.;519;V
1103;MATHEMATICAL METHODS FOR THE NATURAL AND ENGINEERING SCIENCES;MIcKENS , RONALD E.;515;II
1104;APPLICATIONS OF MATHEMATICS;BOZOVSKII B;515;II
1105;RESEARCH DESIGN AND STATISTICAL ANALYSIS;MYERS L JEROME;"519;5";V
1106;MONTE CARLO CONCEPTS. ALGORITHMS. AND APPLICATIONS;FISHMAN S GEORGE;519.2'82;V
1107;THEORY AND PROBLEMS OF PROBABILITY. RANDOM VARIABLES. AND RANDOM PROSESSES;HSU ,HWEI P.;519.2'076;V
1108;GENERALIZED LINEAR MODELS A BAYESIAN PERSPECTIVE;DEY K DIPAK;519.5'35;V
1109;MIXED MODELS THEORY AND APPLICATIONS;DEMIDENKO EUGENE;519;V
1110;THE ANALYSIS OF TIME SERIES AN INTRUDUCTION FIFTH EDITION;CHATFIELD CHRIS;519;V
1111;MULTIOBJECTIVE OPTIMISATION AND CONTROL;LIU GP;"519;3";V
1112;DATA ANALYSIS AND GRAPHICS USING R-AN EXAMPLE-BASED APPROACH;MAINDONALD JOHN;519.5'0285;V
1113;ARTIFICIAL NEURAL NETWORKS IN REAL-LIFE APPLICATIONS;RABUNAL ,JUAN R;006.3'2;I
1114;APPLIED STOCHASTIC SYSTEM MODELING;OSAKI , SHUNJI;"519;23";V
1115;APPLIED STOCHASTIC SYSTEM MODELING;OSAKI , SHUNJI;"519;23";V
1116;APPLIED STOCHASTIC SYSTEM MODELING;OSAKI , SHUNJI;"519;23";V
1117;APPLIED STOCHASTIC SYSTEM MODELING;OSAKI , SHUNJI;"519;23";V
1118;APPLIED STOCHASTIC SYSTEM MODELING;OSAKI , SHUNJI;"519;23";V
1119;APPLIED STOCHASTIC SYSTEM MODELING;OSAKI , SHUNJI;519.23;V
1120;NONLINEAR PROGRAMMING THEORY AND ALGORITHMS;BAZARAA ,MOKHTAR S;519;V
1121;NONLINEAR PROGRAMMING THEORY AND ALGORITHMS;BAZARAA ,MOKHTAR S;519;V
1122;APLICATIONS OF FUZZY SETS TO SYSTEMS ANALYSIS;NEGOITA CV;511.3;II
1123;APLICATIONS OF FUZZY SETS TO SYSTEMS ANALYSIS;NEGOITA CV;511.3;II
1124;MATHEMATICAL PROGRAMMING MODELS FOR PORTFOLIO SELECTION;SUPIAN SUDRADJAT;515;II
1125;INTRODUCTION TO REAL ANALYSIS;BARTLE  G ROBERT;515;II
1126;INTRODUCTION TO REAL ANALYSIS;BARTLE  G ROBERT;515;II
1127;TOPICS IN ALGEBRA;HERSTEIN I.N;512;II
1128;MATHEMATICAL MODELS IN WATER POLLUTION CONTROL;JAMES A;"511;8";II
1129;PEMROGRAMAN BORLAND DELPI 7.0;ANDI;"5;369";I
1130;SISTEM INFORMASI GEOGRAFIS MENGGGUNAKAN MAPINFO;BUDIYANTO EKO;912.09;III atau IV
1131;METODOLOGI PENELITIAN;GULO W;001.422.5;I
1132;OPERATIONS RESEARCH MODEL - MODEL PENGAMBILAN KEPUTUSAN;DIMYATI ,TJUTJU TARLIAH;519;V
1133;OPERATIONS RESEARCH MODEL - MODEL PENGAMBILAN KEPUTUSAN;DIMYATI ,TJUTJU TARLIAH;519;V
1134;NONLINEAR PROGRAMMING THEORY AND ALGORITHMS;BAZARAA ,MOKHTAR S;519;V
1135;PRINCIPLES OF DISTRIBUTED DATABASE SYSTEM;OZSU , M TAMER;5.758;I
1136;APPLIED STOCHASTIC SYSTEM MODELING;OSAKI , SHUNJI;"519;23";V
1137;BASIC LINEAR GEOSTATISTICS;ARMSTRONG MARGARET;622;V
1138;COMPLEX ANALYSIS;STEIN ,ELIAS M;515.723;II
1139;DASAR-DASAR MATEMATIKA DISKRET;LIU CL;510;II
1140;METODE PENELITIAN;NAZIR MOHAMMAD;1.4;I
1141;TIME SERIES ANALYSIS UNIVARIATE AND MULTIVARIATE METHODS;WEI WILLIAM;519.5'5;V
1142;MATHEMATICAL PROGRAMMING MODELS FOR PORTFOLIO SELECTION;SUPIAN SUDRADJAT;515;II
1143;MATHEMATICAL PROGRAMMING MODELS FOR PORTFOLIO SELECTION;SUPIAN SUDRADJAT;515;II
1144;NUMERICAL METHODS AND ANALYSIS;BUCHANAN ,JAMES L;519.4`285;V
1145;Mudah Membuat Website dengan Aura CMS;Luthfie Ahmad;5;I
1146;Analisis dan Desain Aplikasi Multimedia untuk Pemasaran;Suyanto M;658.8;V
1147;Web Hacking Serangan dan Pertahanannya;McClure Stuart;5.365;I
1148;Analisis Statistik dengan Microsoft Excel dan SPSS;Santosa Budi Purbayu ,Dr;4.0285;I
1149;Panduan Lengkap Microsoft Access 2007;;5.369;I
1150;Membuat Aneka Desain Kreatif dengan CorelDraw;ATAS KERJASAMA;6.68;I
1151;Panduan Lengkap Pemrograman J2EE;Budiharto Widodo , S.Si , M.Kom;5.133;I
1152;Aplikasi Mobile Commerce Menggunakan PHP dan MySQL;Simarmata Janner;5.304;I
1153;Animasi Logo 3 Dimensi dengan Autodesk 3ds Max;;6.696;I
1154;Dasar Pemograman Berorientasi Objek dengan Java 2;Rickyanto Isak ,ST;5.133;I
1155;Membuat Aplikasi Database dengan Java 2;;5.74;I
1156;Video Editing dengan Pinnacle Studio versi 11;;384.558;V
1157;Panduan Belajar Desain Grafis CorelDraw X3;HARTONO ,WAWAN SETYO;6.68;I
1158;Membangun Sistem Database MLM;Indriyawan Eko;5.74;I
1159;Sistem Manajemen Database;Ramakrishnan Raghu;5.74;I
1160;Sistem Informasi Manajemen;Laudon Kenneth;"658;403";V
1161;Multimedia Making it Work;Vaughan Tay;"6;7";V
1162;ACTUARIAL MATHEMATICS;BOWERS;368.01;V
1163;Programming With c++;Hubbard John;005.13'3;I
1164;DASAR-DASAR MATEMATIKA DISKRET;LIU CL;510;II
1165;An R and Splus Companion to Multivariate Analysis;Everitt  S Brian;519.5'35';V
1166;Mathematical Elements for Computer Graphics;ROGERS , DAVID F;6.6;I
1167;ELEMENTARY MATHEMATICAL MODELS;KALMAN DAN;515;II
1168;RESPONSE SURFACES DESIGNS AND ANALYSES;KHURI I ANDRE;519.5;V
1169;RESPONSE SURFACES DESIGNS AND ANALYSES;KHURI I ANDRE;519.5;V
1170;STOCHASTICS PROCESSES;PARZEN , EMANUEL;519;V
1171;MATEMATIKA LANJUTAN UNTUK PARA INSINYUR  DAN ILMUWAN;SPIEGEL R MURRAY;515;II
1172;A FIRST COURSE IN MATHEMATICAL MODELING;GIORDANO R FRANK;511;II
1173;APPLIED STOCHASTIC SYSTEM MODELING;OSAKI , SHUNJI;519.23;V
1174;PEMBENTUKAN TABEL MORTALITA;ABDULCADIR ,PURWANTO;519;V
1175;OPERATIONS RESEARCH MODEL - MODEL PENGAMBILAN KEPUTUSAN;DIMYATI ,TJUTJU TARLIAH;519;V
1176;PENDIDIKAN PANCASILA;KAELAN H;341;V
1177;KALKULUS;MARTONO KOKO;515;II
1178;INTRODUCTION TO REAL ANALYSIS;BARTLE  G ROBERT;515;II
1179;METHODS OF REAL ANALYSIS;RICHARD;515.8;II
1180;ACADEMIC LEADERSHIP;LEAMING R DERLY;658;V
1181;ACADEMIC LEADERSHIP;LEAMING R DERLY;658;V
1182;ASP. NET;;5;I
1183;BOUNDARY VALUE PROBLEMS AND PARTIAL DIFFERENTIAL EQUATIONS;HUMI MAYER;515.'353;II
1184;HOW TO GET A PhD;PHILLIPS , ESTELLE;378'2'4'0941;V
1185;INTELLIGENT TECHNIQUES IN FINGERPRINT AND FACE RECOGNITION;JAIN L.C;006.4'2;I
1186;UNCONSTRAINED FACE RECOGNITION;ZHOU KEVIN SHAOHUA;516;II
1187;INVENTORY CONTROL;STARR MARTIN K;332.041.2;V
1188;FIVE HUNDRED MATHEMATICAL CHALENGES;BARBEAU ,EDWARD J;510;II
1189;FIVE HUNDRED MATHEMATICAL CHALENGES;DANIEL , JAMES W;510;II
1190;MATHEMATICS;BRAMSON ,MORRIS;510.76;II
1191;MATHEMATICS;BRAMSON ,MORRIS;510' 76;II
1192;MODERN OPERATING SYSTEMS;TANENBAUM ,ANDREW S;005.4'3;I
1193;UNLEASHED;MOSKOWITZ ,DAVID;5;I
1194;NOVELL INTRANET WARE;SIYAN KARANJIT ,S;5;I
1195;MASTERING DELPHI 6;CANTU ,MARCO;5;I
1196;NETWORK PROGRAMMING IN C;NANCE ,BARRY;5;I
1197;101 TIP & TRIK WINDOWS VISTA;ENTERPRISE ,JUBILEE;5;I
1198;PEMROGRAMAN DENGAN BAHASA ASSEMBLY;SUSANTO;5.2;I
1199;BERTUALANG DENGAN STRUKTUR DATA DI PLANET PASCAL;SANJAYA ,DWI;5.7;I
1200;MULTIMEDIA ALAT UNTUK KEUNGGULAN BERSAING;SUYANTO ,M;6.7;I
1201;MEMAHAMI DASAR-DASAR FIREWALL;BAROTO ,WISNU;5.1;I
1202;PROBABILITAS DAN STATISTIK;SPIEGEL ,MURRAY R;519;V
1203;PEMROGRAMAN PASCAL;KADIR ,ABDUL;5.133;I
